191,Wigan Life Centre,DEPT FOR COMMUNITIES AND LOCAL GOVERNMENT (GROUP),Wigan,Leisure Facilities,Wigan,ENGLAND_North West,InOperation,2007-02-01,2008-02-01,2009-06-26,2011-12-11,2011-08-31,26,ON,OFF,Data not provided,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8,8.1,8.1,8.2,8.3,8.3,8.4,8.4,8.5,8.6,8.6,8.7,8.8,8.8,8.9,9,9,9.1,9.2,9.2,9.3,9.4,9.4,9.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equitix,100,,0,,0,,0,,0,,0,Access for Wigan Ltd,6647358,"Epsilon, Windmill Hill Business Park, Whitehall Way, Swindon, SN5 6NX"
192,NEFRA1 North East Fire & Rescue,DEPT FOR COMMUNITIES AND LOCAL GOVERNMENT (GROUP),Northumberland Fire and Rescue Service,Emergency Services,More than one,ENGLAND_North West,InOperation,2006-08-01,2008-11-01,2009-06-29,2011-01-21,2010-05-24,25,ON,OFF,Data not provided,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4.4,4.5,4.5,4.6,4.6,4.7,4.7,4.8,4.9,4.9,5,5.1,5.2,5.2,5.3,5.4,5.5,5.6,5.6,5.7,5.8,5.9,6,6.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Laing Infrastructure Fund,100,,0,,0,,0,,0,,0,Collaborative Services Support NE Limited,6838128,"Collaborative Services Support, John Laing Investments Ltd., Queen Victoria Road, Newcastle Upon Tyne, NE1 4LP"
193,Amber Valley Quest for Leisure,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Amber Valley,Leisure Facilities,Data not provided,ENGLAND_East Midlands,InOperation,2001-12-11,Data not provided,2006-04-01,2009-09-06,2009-09-07,32,ON,Data not provided,OFF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2,2,2.5,2.7,2.8,2.8,2.9,2.9,2.9,3,3,3,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC Leisure Developments Ltd,99,Leisure Infrastructure Investors Limited,1,,0,,0,,0,,0,DC Projects (Amber Valley) Limited,4765795,"4 Greengate, Cardale Park Harrogate N. Yorkshire HG3 1GY"
194,New Central Library and community library ICT system,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Bournemouth,Libraries,Bournemouth West,ENGLAND_South West,InOperation,1997-07-09,Data not provided,2000-08-01,Data not provided,Data not provided,30,ON,Data not provided,OFF,20.1,0,0,0,0,0,0,0,0,0,0.3,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9,2,2,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.7,2.8,2.8,2.9,2.9,3,3.1,3.2,3.2,3.3,3.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equitix Education 2 Ltd,100,,0,,0,,0,,0,,0,Information Resources Bournmouth,Data not supplied,"c/o Russell Management Limited, Levens Green Farm , Levens Green, Near Ware, Hertfordshire, SG11 1HD"
195,Making Connections Leisure Project,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Breckland,Leisure Facilities,Mid Norfolk,ENGLAND_East,InOperation,2001-12-01,Data not provided,2005-11-01,2007-04-18,2007-04-19,32,ON,Data not provided,ON,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,1.8,1.8,1.8,1.9,1.9,2,2,2,2.1,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,2.9,3,3.1,3.2,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equitix,100,,0,,0,,0,,0,,0,Breckland Leisure Ltd,4356855,"Atherstone Barns, Alscot Estate, Atherstone-on-Stour, Stratford-upon-Avon, Warwickshire, CV37 8NB."
196,Jubilee Library Brighton,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Brighton and Hove,Libraries,More than one,ENGLAND_South East,InOperation,1998-12-01,Data not provided,2002-10-01,Data not provided,Data not provided,26,ON,Data not provided,ON,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.9,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norwich Union Public/Private Partnership Fund,100,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
197,New Leaf Leisure Centres Project,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Leeds,Leisure Facilities,Data not provided,ENGLAND_Yorkshire and the Humber,InOperation,2007-07-26,2008-07-23,2008-08-07,2010-05-31,2010-05-31,25,ON,Data not provided,OFF,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,3.5,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,4,4,4,4.1,4.1,4.2,4.2,4.3,4.3,4.4,4.4,4.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interserve PFI 2005 Ltd,45,Investments in Education,45,Leeds LEP Ltd,10,,0,,0,,0,Environments for Learning Leeds PFI Three Ltd,6642470,"Interserve House, Ruscombe Park, Twyford, Reading Berkshire RG10 9JU"
198,Willesden Sports Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Brent,Leisure Facilities,Data not provided,ENGLAND_London,InOperation,2002-07-01,Data not provided,2005-03-01,Data not provided,Data not provided,25,Data not provided,Data not provided,OFF,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.9,1.9,2,2,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.9,2.9,3,3.1,3.2,3.2,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIF PPP UK,100,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
199,Downham Lifestyles Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Lewisham,Leisure Facilities,Lewisham East,ENGLAND_London,InOperation,2001-11-30,Data not provided,2005-09-01,Data not provided,2007-03-12,33,ON,Data not provided,ON,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.7,1.8,1.8,1.9,1.9,1.9,2,2,2,2.1,2,2,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIF PPP UK Ltd,100,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
200,Newcastle City Council Private Finance Initiative Project: New City Library and High Heaton Community Library,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Newcastle upon Tyne,Libraries,More than one,ENGLAND_North East,InOperation,2004-01-07,Data not provided,2007-06-19,2009-04-01,2009-04-01,26,ON,Data not provided,OFF,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajima Partnerships Ltd,67,Infrastucture Investors LP,13,Secondary Market Investment Fund LP,20,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
201,Oldham Library & Lifelong Learning Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Oldham,Leisure Facilities,Data not provided,ENGLAND_North West,InOperation,2003-04-04,2003-12-01,2004-05-01,2006-02-15,2006-04-01,25,ON,OFF,OFF,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.7,2.8,2.8,2.9,2.9,3,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keir Ltd,50,Barclays European InfrastructureLtd,50,,0,,0,,0,,0,Information Resources (Oldham),5038883,"Tempsford Hall, Sandy, Bedfordshire, SG19 2BD"
202,Penzance Leisure Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Cornwall,Leisure Facilities,St. Ives,ENGLAND_South West,InOperation,2001-11-30,Data not provided,2003-03-01,Data not provided,2005-08-12,31,ON,Data not provided,ON,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,1.1,1.1,1.1,1.2,1.3,1.4,1.4,1.4,1.4,1.6,1.7,1.7,1.8,1.8,1.9,1.9,2,2,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equitix,100,,0,,0,,0,,0,,0,Penzance Leisure Limited,4351391,"Registered Office - Parkwood House, Cuerden Park, Berkeley Drive, Banmber Bridge, Preston, lancashire PR5 6BY"
203,Sport & Leisure Facilities & Maltby Joint Service Centre Project,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Rotherham,Leisure Facilities,Data not provided,ENGLAND_Yorkshire and the Humber,InOperation,2004-05-25,2006-07-01,2007-06-13,2010-02-01,2008-08-18,34,ON,OFF,OFF,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.2,3.9,4,4.1,4.2,4.3,4.3,4.4,4.5,4.5,4.6,4.7,4.8,4.8,4.9,5,5.1,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leisure Infrastructure Investors Limited,100,,0,,0,,0,,0,,0,DC Projects (Rotherham) Limited,Data not supplied,"4 Greengate , Cardale Park, Harrogate HG3 1GY"
204,Crosby Leisure Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Sefton,Leisure Facilities,Data not provided,ENGLAND_North West,InOperation,1999-02-12,Data not provided,2001-09-01,Data not provided,Data not provided,25,ON,Data not provided,OFF,6.2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G & J Seddon Ltd,50,Equitix,50,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
205,Uttlesford Sports and Leisure Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Uttlesford,Leisure Facilities,Saffron Walden,ENGLAND_East,InOperation,1997-10-16,Data not provided,2002-05-01,Data not provided,Data not provided,34,Data not provided,Data not provided,OFF,5.8,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leisure Connection Limited,100,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
206,North East Leisure Centre,"DEPARTMENT FOR CULTURE, MEDIA AND SPORT (GROUP)",Wolverhampton,Leisure Facilities,Wolverhampton North East,ENGLAND_West Midlands,InOperation,2002-09-02,2003-01-11,2005-05-05,2006-05-05,2006-06-12,27,Data not provided,Data not provided,OFF,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2,2,1.4,2,2,2.1,2.1,2.1,2.2,2.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cardale Infrastructure Investores Ltd,100,,0,,0,,0,,0,,0,DC Projects Wolverhampton Ltd,5055108,"4 Greengate , Cardale Park, Harrogate HG3 1GY"
207,South Gloucestershire Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",South Gloucestershire,Waste,More than one,ENGLAND_South West,InOperation,Data not provided,Data not provided,2000-07-29,2001-12-31,2002-01-01,26,ON,OFF,ON,43,0,0,0,0,0,0,0,0,6.1,9.5,9.9,10.7,10.6,11,11.8,12.2,12.9,14.6,18.7,17.6,18.3,18.7,20.3,21.1,22.1,23,24.1,25.1,30.1,31.8,33,34.2,35.5,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SITA UK Ltd,100,,0,,0,,0,,0,,0,SITA South Gloucs Ltd,3962228,"SITA House, Grenfell Road, Maidenhead, Berkshire, SL6 1ES"
208,Central Berkshire Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Reading,Waste,More than one,ENGLAND_South East,InOperation,2002-11-01,2005-05-01,2006-11-01,2009-09-30,2009-10-01,26,ON,OFF,ON,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,14.7,18.3,20.8,22.4,23,23.1,24,24.9,26,26.7,27.4,28.2,28.9,29.6,30.4,31.3,32.2,32.9,33.9,34.9,36,36.8,37.7,38.8,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WRG PFI Holdings,100,,0,,0,,0,,0,,0,RE3 Limited,5663734,"Ground Floor West, 900 Pavillion Drive, Northampton Business Park,  Northampton, NN4 7RG"
209,Cornwall Integrated Waste Manageement Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Cornwall,Waste,More than one,ENGLAND_South West,InConstruction,2003-03-31,2006-01-01,2006-10-16,Data not provided,2006-11-01,34,ON,OFF,ON,183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,19.2,21.2,22.9,22.9,25.1,27.4,30.4,34.8,36.3,46.9,49.5,50.5,51.7,52.8,54,55.2,56.5,57.7,59.1,58.7,59.5,60.8,62.2,63.6,65.1,66.5,68,63.6,56.6,57.8,59.2,60.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SITA UK Ltd,0.3,I-Environmental Investments Limited,0.3,Aberdeen Asset Management Limited,0.3,,0,,0,,0,SITA Cornwall Ltd,5696514,"SITA House, Grenfell Road, Maidenhead, Berkshire, SL6 1ES"
210,ELWA Integrated Waste Management: Put Waste in its Place,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",East London Waste Authority,Waste,More than one,ENGLAND_London,InOperation,2000-04-01,Data not provided,2002-12-01,2007-06-28,2007-06-29,26,ON,OFF,ON,171.7,0,0,0,0,0,0,0,0,0,0,0,25,26.7,29.8,32.4,41.4,46,48.6,48.8,49.4,51.7,54.4,59.4,58.7,60.2,61.7,63.3,64.8,66.5,68.1,69.9,71.2,72.6,74,74.9,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shanks Waste Management Ltd,20,John Laing,80,,0,,0,,0,,0,ELWA Ltd,2700386,"DUNEDIN House, Auckland Park, Mount Farm Milton Keynes, MK1 1BU"
211,E.Sussex Brighton & Hove Intd Waste Management Service New Waste Partnerships,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)","East Sussex, Brighton and Hove Partnership",Waste,More than one,ENGLAND_South East,InOperation,2000-01-25,Data not provided,2003-03-01,2011-06-10,2012-02-01,30,ON,Data not provided,ON,216,0,0,0,0,0,0,0,0,0,0,0,12.5,14.3,18.5,18.3,21.1,25.4,30.9,34,32.6,33.7,33.7,34.3,34.8,35.6,36.5,37.2,38,38.9,39.7,40.6,41.5,42.4,43.3,44.3,45.3,46.3,47.4,48.5,49.6,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veolia ES UK,100,,0,,0,,0,,0,,0,Veolia E.S South Downs Ltd,3765422,"210 Pentonville Road, London, N1 9JY"
214,Manchester Waste,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Greater Manchester Waste Disposal Authority,Waste,More than one,ENGLAND_North West,InConstruction,2005-02-02,2007-01-26,2009-04-08,Data not provided,2009-04-09,26,ON,OFF,Data not provided,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,58.8,71,88.2,97,137.1,149.9,153.7,157.5,161.3,165.3,169.3,173.5,177.8,170.6,173.9,177.3,180.8,184.3,188,191.7,195.5,199.5,203.5,207.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viridor Waste Limited,50,John Laing,50,,0,,0,,0,,0,Viridor Laing (Greater Manchester) Ltd,6411311,"1 Kingsway, London, WC2B 6AN"
215,Isle of Wight  Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Isle of Wight,Waste,Isle of Wight,ENGLAND_South East,InOperation,1996-07-29,Data not provided,1997-06-17,Data not provided,1997-10-26,18,ON,OFF,ON,15.9,0,0,0,0,0,1.5,3.6,3.8,4,4.4,4.7,4.9,5.5,5.2,5.4,5.6,5.8,6.1,6.3,6.4,6.5,6.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biffa Holdings Limited,100,,0,,0,,0,,0,,0,Island Waste Services Ltd.,1552791,"Coronation Road, HP12 3TZ Cressex, High Wycombe, Bucks, HP12 3TZ"
216,PFI Eastbrook,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)","DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",Offices,Cambridge,ENGLAND_East,InOperation,1996-07-29,Data not provided,Data not provided,2003-03-01,2003-03-28,30,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.6,3.7,3.7,3.8,4.1,4.2,4.3,4.3,4.6,5.1,5,5,5.1,5.1,5.7,5.7,5.8,5.8,5.9,6.5,6.6,6.7,6.7,6.8,7.5,7.6,7.6,7.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Infrastructure Managers Limited,100,,0,,0,,0,,0,,0,Eastbrook Facilities Limited,3817295,Registered Office: c/o Law Debenture Fifth FloorWood StreetLondonEC2V 7EX
217,Cambridgeshire Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Cambridgeshire,Waste,More than one,ENGLAND_East,InOperation,2005-02-01,2006-09-01,2008-03-01,2009-11-06,2012-08-01,28,ON,OFF,ON,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,17.2,21.6,19.1,18.5,20.4,21.5,22.1,22.8,23.4,24.1,24.7,25.4,26.1,26.8,27.5,28.2,28.9,29.7,30.4,31.2,32,32.8,33.7,34.5,35.4,36.3,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmeyCespa (East) Ltd,100,,0,,0,,0,,0,,0,Amey Cespa Waste Management (East) Ltd,6054499,"THE SHERARD BUILDING, EDMUND HALLEY ROAD, OXFORD, OX4 4DQ"
218,Hereford & Worcestershire Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Herefordshire,Waste,More than one,ENGLAND_West Midlands,InConstruction,Data not provided,Data not provided,1998-12-23,Data not provided,2017-02-28,25,ON,OFF,ON,183.3,0,0,0,0,0,0,3.4,15.5,15.3,17.2,20.4,22.8,24.9,27.9,31.3,32.9,33,34.7,35.7,39.6,41.6,37.5,38.3,40.1,40.1,43.8,44.9,46.1,47.3,47.9,49.3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC Environment Services (UK) Ltd,50,Urbaser Ltd,50,,0,,0,,0,,0,Mercia Waste Management,3525188,THE MARINA KINGS ROAD EVESHAM WORCESTERSHIRE UNITED KINGDOM WR11 3XZ
219,Lancashire Waste Partnership  PFI proposal,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Lancashire,Waste,More than one,ENGLAND_North West,InOperation,2004-03-01,2005-09-01,2007-03-02,2010-03-01,2010-09-01,25,ON,OFF,ON,262.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,59.8,66.4,62.7,68.9,70.2,71.5,72.8,74.2,75.6,77.1,78.6,80.2,81.8,83.5,85.3,87.1,89.4,91.4,93.4,95.5,97.7,99.9,102.2,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Global Rewables UK Ltd/AMEC,50,Catalyst Lend Lease Holdings,50,,0,,0,,0,,0,Amec Global Renewables UK ltd.,5123081,"BoothsPark, Chelford Road, Knutsford, Cheshire, WA16 8QZ"
220,Leicester Contract for Integrated Waste Management Services,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Leicester,Waste,More than one,ENGLAND_East Midlands,InOperation,2001-03-01,Data not provided,2002-11-25,Data not provided,2005-04-01,25,ON,OFF,ON,48.1,0,0,0,0,0,0,0,0,0,0,0,3.5,10.2,10.5,10.7,10.9,11.4,12.6,13.6,14,14.8,15.1,13.8,14.1,14.7,14.8,15,15.1,15.5,16,16.7,16.8,17.1,17.3,17.5,17.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biffa Leicester SPV,100,,0,,0,,0,,0,,0,Biffa Leicester Ltd,4602279,"BIFFA CORONATION ROAD, CRESSEX BUSINESS PARK, HIGH WYCOMBE, BUCKINGHAMSHIRE, HP12 3TZ"
221,Southwark Integrated Waste Management Solutions Programme,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Southwark,Waste,More than one,ENGLAND_London,InOperation,2005-04-01,2007-03-01,2008-02-11,2011-10-01,2012-03-03,26,ON,OFF,ON,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,18.7,19.2,19.9,24.5,25,24.9,24.5,24.6,23.7,24.4,25.1,25.8,26.5,27.3,28.1,28.8,29.6,30.4,31.2,32.1,32.9,33.8,34.8,35.7,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veolia ES Aurora Ltd.,100,,0,,0,,0,,0,,0,Veolia E.S Southwark Ltd,6256521,"210 Pentonville Road, London, N1 9JY"
222,North'land Waste Management PFI Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Northumberland,Waste,More than one,ENGLAND_North East,InOperation,2004-05-01,2006-08-01,2006-12-01,2008-08-31,2008-09-01,28,ON,OFF,ON,121.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,13.4,16.4,17.5,18.8,18.2,18.9,21.5,21.9,22.4,23,23.5,24,24.7,25.4,26.1,26.8,27.6,28.4,29.2,30.1,31,31.8,32.7,33.7,34.6,35.6,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SITA UK Ltd,42,Royal Bank of Scotland,42,AXA,15,,0,,0,,0,SITA (Northumberland) Ltd,5934106,"301-303 Parkway, Worle, Western-Super-Mare, BS22 6WA"
223,Nottinghamshire Sustainable Waste Solutions,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Nottinghamshire,Waste,More than one,ENGLAND_East Midlands,InConstruction,2002-06-01,2005-07-01,2006-06-01,Data not provided,2016-12-31,27,ON,OFF,ON,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,14.4,14.8,15.4,15.3,14,14.8,15.5,13.3,17.6,19,19.7,20.5,21.1,21.6,22.1,22.7,23.3,24,24.6,25.3,26,26.7,27.4,28.2,28.9,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veolia ES Aurora Ltd.,100,,0,,0,,0,,0,,0,Veolia E.S Nottinghamshire Ltd,5584380,"210 Pentonville Road, London, N1 9JY"
224,Shropshire Integrated Waste Contract,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Shropshire,Waste,More than one,ENGLAND_North West,InConstruction,2004-10-01,2007-02-01,2007-09-29,Data not provided,2015-06-01,28,ON,OFF,ON,141.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,12.6,21.1,22.8,23.7,23.9,27,28.4,29,29.7,30.4,31.1,31.9,32.6,33.4,34.2,35,35.8,36.6,37.5,38.3,39.3,40.2,41.2,42.2,43.2,44.2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veolia ES Aurora Ltd,100,,0,,0,,0,,0,,0,Veolia ES Shropshire Ltd,6256563,"210 Pentonville Road, London, N1 9JY"
225,Kirklees Waste Management Project,"DEPT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS (GROUP)",Kirklees,Waste,More than one,ENGLAND_Yorkshire and the Humber,InOperation,1997-01-08,Data not provided,1998-04-02,2001-12-31,2002-01-01,25,ON,OFF,ON,33.9,0,0,0,0,0,0,6.3,7.3,7.6,7.8,8,8,9,9.5,10,10.5,10.9,11.4,10.1,10.2,10.3,10.7,11.1,11.4,11.7,12,12.3,12.6,12.6,12.9,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SITA Kirklees Ltd,100,,0,,0,,0,,0,,0,SITA (Kirklees) Ltd,3497105,"SITA House, Grenfell Road, Maidenhead, Berkshire, SL6 1ES"
